display_name,family,variant,seed,experiment,target_column,feature_bundle,best_epoch,best_val_task_loss,test_r2,test_baseline_persistence_r2,test_baseline_panel_ols_r2,test_baseline_grouped_ardl_r2,test_baseline_best_simple_r2,test_r2_delta_vs_persistence,test_r2_delta_vs_panel_ols,test_r2_delta_vs_grouped_ardl,test_mae,test_mse
No AC Encoder,ablation,no_ac_encoder,7,energy_ablation_no_ac_encoder_seed7,co2_per_unit_energy,minimal,16,13.446922302246094,-0.013924613130961975,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7727636682583383,-0.6467844405912262,-0.6210025906382957,16.45424412502748,24167.55323598545
No AC Encoder,ablation,no_ac_encoder,12,energy_ablation_no_ac_encoder_seed12,co2_per_unit_energy,minimal,12,13.81071662902832,-0.016383012501865024,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7752220676292414,-0.6492428399621293,-0.6234609900091987,16.50938965474717,24169.77270647465
No AC Encoder,ablation,no_ac_encoder,4,energy_ablation_no_ac_encoder_seed4,co2_per_unit_energy,minimal,16,13.76256275177002,-0.01700884527401858,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.775847900401395,-0.6498686727342828,-0.6240868227813523,16.547228301956885,24166.779069967215
No AC Encoder,ablation,no_ac_encoder,2,energy_ablation_no_ac_encoder_seed2,co2_per_unit_energy,minimal,18,13.755810737609863,-0.017403600705974537,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.776242655833351,-0.6502634281662388,-0.6244815782133083,16.524665319223484,24170.335300704963
No AC Encoder,ablation,no_ac_encoder,0,energy_ablation_no_ac_encoder_seed0,co2_per_unit_energy,minimal,15,13.791987419128418,-0.018752371823882712,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.777591426951259,-0.6516121992841469,-0.6258303493312164,16.552313984950814,24173.059528783895
No AC Encoder,ablation,no_ac_encoder,9,energy_ablation_no_ac_encoder_seed9,co2_per_unit_energy,minimal,23,13.59294319152832,-0.018862380848787996,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7777014359761644,-0.6517222083090523,-0.6259403583561217,16.50623401403865,24169.80202760968
No AC Encoder,ablation,no_ac_encoder,17,energy_ablation_no_ac_encoder_seed17,co2_per_unit_energy,minimal,13,13.970632553100586,-0.019662124801436254,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7785011799288126,-0.6525219522617005,-0.62674010230877,16.566347586450718,24177.14574382828
No Recon Regularization,ablation,no_recon_regularization,16,energy_ablation_no_recon_regularization_seed16,co2_per_unit_energy,minimal,23,13.877226829528809,-0.0210814324705992,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7799204875979756,-0.6539412599308635,-0.628159409977933,16.606466395539652,24178.308795545425
CMDL,cmdl,,16,energy_cmdl_seed16,co2_per_unit_energy,minimal,23,13.877242088317871,-0.021081811295730984,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7799208664231073,-0.6539416387559952,-0.6281597888030647,16.60648068545076,24178.309852145114
No Recon Regularization,ablation,no_recon_regularization,17,energy_ablation_no_recon_regularization_seed17,co2_per_unit_energy,minimal,18,14.131397247314453,-0.02142432912942993,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7802633842568063,-0.6542841565896942,-0.6285023066367637,16.66486142994239,24172.509891406968
