workbook_row_index,observed_block_code,global_year,global_county,rifm__unnamed_1912_level_1,rifm__anm_lda_brott,rifm__unnamed_1914_level_1,rifm__anm_lda_brott_1,rifm__unnamed_1916_level_1,rifm__anm_lda_brott_2,rifm__unnamed_1918_level_1,rifm__anm_lda_brott_3,rifm__unnamed_1920_level_1,rifm__anm_lda_brott_4,rifm__unnamed_1922_level_1,rifm__brottsf_rebyggande_r_det,rifm__unnamed_1924_level_1,rifm__unnamed_1925_level_1,rifm__unnamed_1926_level_1,rifm__anm_lda_brott_5,rifm__unnamed_1928_level_1,rifm__brottsf_rebyggande_r_det_1,rifm__unnamed_1930_level_1,rifm__unnamed_1931_level_1,rifm__unnamed_1932_level_1,rifm__anm_lda_brott_6,rifm__unnamed_1934_level_1,rifm__brottsf_rebyggande_r_det_2,rifm__unnamed_1936_level_1,rifm__unnamed_1937_level_1,rifm__unnamed_1938_level_1,rifm__anm_lda_brott_7,rifm__unnamed_1940_level_1,rifm__brottsf_rebyggande_r_det_3,rifm__anm_lda_brott_8,rifm__unnamed_1943_level_1,rifm__brottsf_rebyggande_r_det_4,rifm__unnamed_1945_level_1,rifm__anm_lda_brott_9,rifm__unnamed_1947_level_1,rifm__anm_lda_brott_10,rifm__unnamed_1949_level_1,rifm__brottsf_rebyggande_r_det_5,rifm__unnamed_1951_level_1,rifm__unnamed_1952_level_1,rifm__anm_lda_brott_11,rifm__unnamed_1954_level_1,rifm__anm_lda_brott_12,rifm__unnamed_1956_level_1,rifm__brottsf_rebyggande_r_det_6,rifm__unnamed_1958_level_1,rifm__anm_lda_brott_13,rifm__unnamed_1960_level_1,rifm__anm_lda_brott_14,rifm__unnamed_1962_level_1,rifm__brottsf_rebyggande_r_det_7,rifm__unnamed_1964_level_1,rifm__unnamed_1965_level_1,rifm__unnamed_1966_level_1,rifm__anm_lda_brott_15,rifm__unnamed_1968_level_1,rifm__anm_lda_brott_16,rifm__unnamed_1970_level_1,rifm__anm_lda_brott_17,rifm__unnamed_1972_level_1,rifm__anm_lda_brott_18,rifm__unnamed_1974_level_1,rifm__anm_lda_brott_19,rifm__unnamed_1976_level_1
295,RIFM,2006.0,SE211 Jönköping,..,"0990 - Grovt fordringsbedrägeri, internationell anknytning",..,"0990 - Grovt fordringsbedrägeri, internationell anknytning",..,"0990 - Grovt fordringsbedrägeri, internationell anknytning",0,"0990 - Grovt fordringsbedrägeri, internationell anknytning",0,0426 - Olaga hot mot flicka under 18 år (upphörde år 2016),..,..,..,0,0,0402 - Olaga hot (upphörde år 1999),..,..,..,..,..,"0614 - (upphörde år 2018) Sexuellt tvång inkl. grovt, sexuellt utnyttjande av person i beroendeställning inkl. grovt, samlag med avkomling eller syskon, mot man 18 år eller äldre",..,..,..,..,..,"0888 - Stöld utan inbrott, i kafé, konditori, restaurang, näringsställe",..,..,"0888 - Stöld utan inbrott, i kafé, konditori, restaurang, näringsställe",..,0,0,0926 - Bedr/grovt bedr/bedr beteende mot postverket (ej PK-bank) (upphörde år 1999),..,0926 - Bedr/grovt bedr/bedr beteende mot postverket (ej PK-bank) (upphörde år 1999),..,..,..,..,4002 - Narkotikasmuggling (varusmugglingslagen 1-3 §) (upphörde år 2003),..,"1308 - Allmänfarlig ödeläggelse, genom sprängning",..,..,..,4002 - Narkotikasmuggling (varusmugglingslagen 1-3 §) (upphörde år 2003),..,"6134 - Oaktsamt sexuellt övergrepp, mot flicka 15–17 år, ej på internet",..,..,..,..,..,"9818 - Stöld utan inbrott, fickstöld, stöld ur eller av persedel någon bär med sig, mot funktionsnedsatt",..,"9818 - Stöld utan inbrott, fickstöld, stöld ur eller av persedel någon bär med sig, mot funktionsnedsatt",..,"9818 - Stöld utan inbrott, fickstöld, stöld ur eller av persedel någon bär med sig, mot funktionsnedsatt",..,"9818 - Stöld utan inbrott, fickstöld, stöld ur eller av persedel någon bär med sig, mot funktionsnedsatt",0,"9818 - Stöld utan inbrott, fickstöld, stöld ur eller av persedel någon bär med sig, mot funktionsnedsatt",0
296,RIFM,2006.0,SE211 Jönköping,..,"0991 - Grovt fordringsbedrägeri, ej internationell anknytning",..,"0991 - Grovt fordringsbedrägeri, ej internationell anknytning",..,"0991 - Grovt fordringsbedrägeri, ej internationell anknytning",0,"0991 - Grovt fordringsbedrägeri, ej internationell anknytning",0,0427 - Olaga hot mot pojke under 18 år (upphörde år 2016),..,..,..,0,0,0403 - Ofredande (upphörde år 1999),..,..,..,..,..,"0615 - (upphörde år 2018) Sexuellt tvång inkl. grovt, sexuellt utnyttjande av person i beroendeställning inkl. grovt, samlag med avkomling eller syskon, mot flicka 15-17 år",..,..,..,..,..,"0889 - Stöld, (ej inbrott), automatmissbruk (upphörde år 1987)",..,..,"0889 - Stöld, (ej inbrott), automatmissbruk (upphörde år 1987)",..,..,..,"0927 - Bedrägeri, mot försäkringskassa (upphörde år 2014)",..,"0927 - Bedrägeri, mot försäkringskassa (upphörde år 2014)",..,..,..,..,"4003 - Varusmuggling/olovlig befattn med smuggelgods, ej narkotika (upphörde år 2003)",..,"1309 - Allmänfarlig ödeläggelse, ej genom sprängning",..,..,..,"4003 - Varusmuggling/olovlig befattn med smuggelgods, ej narkotika (upphörde år 2003)",..,"6135 - Oaktsamt sexuellt övergrepp, mot pojke 15–17 år, på internet",..,..,..,..,..,"9819 - Stöld utan inbrott, väskryckning, ej mot funktionsnedsatt",..,"9819 - Stöld utan inbrott, väskryckning, ej mot funktionsnedsatt",..,"9819 - Stöld utan inbrott, väskryckning, ej mot funktionsnedsatt",..,"9819 - Stöld utan inbrott, väskryckning, ej mot funktionsnedsatt",0,"9819 - Stöld utan inbrott, väskryckning, ej mot funktionsnedsatt",0
297,RIFM,2006.0,SE211 Jönköping,..,"0992 - Övrigt bedrägeri, internationell anknytning, mot äldre/funktionsnedsatt",..,"0992 - Övrigt bedrägeri, internationell anknytning, mot äldre/funktionsnedsatt",..,"0992 - Övrigt bedrägeri, internationell anknytning, mot äldre/funktionsnedsatt",0,"0992 - Övrigt bedrägeri, internationell anknytning, mot äldre/funktionsnedsatt",0,0428 - Ofredande mot flicka under 18 år ,..,..,..,0,0,0404 - Övriga brott mot kap. 4 (upphörde år 2011),..,..,..,..,..,"0616 - (upphörde år 2018) Sexuellt tvång inkl. grovt, sexuellt utnyttjande av person i beroendeställning inkl. grovt, samlag med avkomling eller syskon, mot pojke 15-17 år ",..,..,..,..,..,"0890 - Rån, med skjutv, rån mot privatperson (ej fknshindrad), inomhus (upphörde år 2007)",..,..,"0890 - Rån, med skjutv, rån mot privatperson (ej fknshindrad), inomhus (upphörde år 2007)",..,..,..,0928 - Bedr/grovt bedr/bedr beteende kontokorts- & kreditkortsbedr (upphörde år 1987),..,0928 - Bedr/grovt bedr/bedr beteende kontokorts- & kreditkortsbedr (upphörde år 1987),..,..,..,..,"4004 - Brott mot alkohollagen, ej olovlig sprittillverkning  (upphörde år 2000)",..,"1310 - Övriga brott mot 13 kap., sabotage inkl. grovt, kapning, sjö- eller luftfartssabotage, flygplatssabotage, underlåtenhet att",..,..,..,"4004 - Brott mot alkohollagen, ej olovlig sprittillverkning  (upphörde år 2000)",..,"6136 - Oaktsamt sexuellt övergrepp, mot pojke 15–17 år, ej på internet",..,..,..,..,..,"9820 - Stöld utan inbrott, väskryckning, mot funktionsnedsatt",..,"9820 - Stöld utan inbrott, väskryckning, mot funktionsnedsatt",..,"9820 - Stöld utan inbrott, väskryckning, mot funktionsnedsatt",..,"9820 - Stöld utan inbrott, väskryckning, mot funktionsnedsatt",0,"9820 - Stöld utan inbrott, väskryckning, mot funktionsnedsatt",0
298,RIFM,2006.0,SE211 Jönköping,..,"0993 - Övrigt bedrägeri, ej internationell anknytning, mot äldre/funktionsnedsatt",..,"0993 - Övrigt bedrägeri, ej internationell anknytning, mot äldre/funktionsnedsatt",..,"0993 - Övrigt bedrägeri, ej internationell anknytning, mot äldre/funktionsnedsatt",0,"0993 - Övrigt bedrägeri, ej internationell anknytning, mot äldre/funktionsnedsatt",0,0429 - Ofredande mot pojke under 18 år ,..,..,..,0,0,0405 - Olaga hot mot man 18 år eller äldre (upphörde år 2016),..,..,..,0,0,"0621 - Försök till våldtäkt, utomhus mot barn under 15 år (upphörde år 2007)",..,..,..,..,..,0891 - Stöld ur eller från båt (upphörde år 2010),..,..,0891 - Stöld ur eller från båt (upphörde år 2010),..,..,..,"0929 - Bedrägeri, mot försäkringsbolag (s.k. försäkringsbedrägeri)",..,"0929 - Bedrägeri, mot försäkringsbolag (s.k. försäkringsbedrägeri)",..,..,..,..,4005 - Skattebrottslagen (upphörde år 1999),..,1311 - Sabotage mot blåljusverksamhet inkl. grovt,..,..,..,4005 - Skattebrottslagen (upphörde år 1999),..,"6137 - Sexuellt utnyttjande av flicka under 15 år, på internet",..,..,..,..,..,9821 - Stöld av diesel (upphörde år 2016),..,9821 - Stöld av diesel (upphörde år 2016),..,9821 - Stöld av diesel (upphörde år 2016),..,9821 - Stöld av diesel (upphörde år 2016),0,9821 - Stöld av diesel (upphörde år 2016),0
299,RIFM,2006.0,SE211 Jönköping,..,"0994 - Övrigt bedrägeri, internationell anknytning, ej mot äldre/funktionsnedsatt",..,"0994 - Övrigt bedrägeri, internationell anknytning, ej mot äldre/funktionsnedsatt",..,"0994 - Övrigt bedrägeri, internationell anknytning, ej mot äldre/funktionsnedsatt",0,"0994 - Övrigt bedrägeri, internationell anknytning, ej mot äldre/funktionsnedsatt",0,"0430 - Brott mot människorov, olaga frihetsberövande(upphörde år 2019)",..,..,..,..,..,0406 - Olaga hot mot kvinna 18 år eller äldre (upphörde år 2016),..,..,..,0,0,0638 - Annat sexuellt ofredande (upphörde år 2014),..,..,..,..,..,"0892 - Rån, utan skjutvapen, rån mot funktionsnedsatt utomhus",..,..,"0892 - Rån, utan skjutvapen, rån mot funktionsnedsatt utomhus",..,0,0,"0930 - Häleri - tillfällig, häleriförseelse",..,"0930 - Häleri - tillfällig, häleriförseelse",..,..,0,0,4006 - Underlåtenhet att inbetala löneavdrag för skatt (upphörde år 1999),..,"1312 - Allmänfarlig ödeläggelse genom sprängning inkl. grovt, fullbordat",..,..,..,4006 - Underlåtenhet att inbetala löneavdrag för skatt (upphörde år 1999),..,"6138 - Sexuellt utnyttjande av flicka under 15 år, ej på internet",..,..,..,..,..,9822 - Stöld av andra drivmedel (upphörde år 2016),..,9822 - Stöld av andra drivmedel (upphörde år 2016),..,9822 - Stöld av andra drivmedel (upphörde år 2016),..,9822 - Stöld av andra drivmedel (upphörde år 2016),0,9822 - Stöld av andra drivmedel (upphörde år 2016),0
300,RIFM,2006.0,SE211 Jönköping,..,"0995 - Övrigt bedrägeri, ej internationell anknytning, ej mot äldre/funktionsnedsatt",..,"0995 - Övrigt bedrägeri, ej internationell anknytning, ej mot äldre/funktionsnedsatt",..,"0995 - Övrigt bedrägeri, ej internationell anknytning, ej mot äldre/funktionsnedsatt",0,"0995 - Övrigt bedrägeri, ej internationell anknytning, ej mot äldre/funktionsnedsatt",0,0431 - Brott mot olaga tvång och avlyssning m.m.(upphörde år 2018),..,..,..,..,..,0407 - Ofredande mot man 18 år eller äldre,..,..,..,..,..,"0640 - Försök till våldtäkt inkl. grov, utomhus mot flicka under 15 år (upphörde år 2024)",..,..,..,0,0,"0893 - Rån, utan skjutvapen, rån mot funktionsnedsatt inomhus",..,..,"0893 - Rån, utan skjutvapen, rån mot funktionsnedsatt inomhus",..,0,0,0931 - Häleri - vanemässig inriktning eller av stor omfattning,..,0931 - Häleri - vanemässig inriktning eller av stor omfattning,..,..,0,0,4007 - Vapenlagen/olaga innehav av pistol/revolver/kulsprutepistol(upphörde år 2018),..,"1313 - Allmänfarlig ödeläggelse genom sprängning inkl. grovt, förberedelse, försök, stämpling m.m.",..,..,..,4007 - Vapenlagen/olaga innehav av pistol/revolver/kulsprutepistol(upphörde år 2018),..,"6139 - Sexuellt utnyttjande av pojke under 15 år, på internet",..,..,..,..,..,9823 - Stöld av diesel ur fordonstank (även entrepenadmaskin m.m.),..,9823 - Stöld av diesel ur fordonstank (även entrepenadmaskin m.m.),..,9823 - Stöld av diesel ur fordonstank (även entrepenadmaskin m.m.),..,9823 - Stöld av diesel ur fordonstank (även entrepenadmaskin m.m.),0,9823 - Stöld av diesel ur fordonstank (även entrepenadmaskin m.m.),0
301,RIFM,2006.0,SE211 Jönköping,..,0996 - Olovlig befattning med betalningsverktyg,..,0996 - Olovlig befattning med betalningsverktyg,..,0996 - Olovlig befattning med betalningsverktyg,0,0996 - Olovlig befattning med betalningsverktyg,0,0432 - Kränkande fotografering,..,..,..,0,0,0408 - Ofredande mot kvinna 18 år eller äldre,..,..,..,..,..,"0641 - Försök till våldtäkt inkl. grov, inomhus mot flicka under 15 (upphörde år 2024) år",..,..,..,0,0,"0894 - Rån och grovt rån, med skjutvapen, annat, utomhus (upphörde år 1999)",..,..,"0894 - Rån och grovt rån, med skjutvapen, annat, utomhus (upphörde år 1999)",..,..,..,"0932 - Bedrägeri, överskridit eget konto (check- och personkonto)",..,"0932 - Bedrägeri, överskridit eget konto (check- och personkonto)",..,..,..,..,"4008 - Vapenlagen, olaga innehav av jaktvapen(upphörde år 2018)",..,1314 - Spridande av gift eller smitta inkl. grovt,..,..,..,"4008 - Vapenlagen, olaga innehav av jaktvapen(upphörde år 2018)",..,"6140 - Sexuellt utnyttjande av pojke under 15 år, ej på internet",..,..,..,..,..,9824 - Stöld av diesel ur större tankar (ej kopplade till fordon),..,9824 - Stöld av diesel ur större tankar (ej kopplade till fordon),..,9824 - Stöld av diesel ur större tankar (ej kopplade till fordon),..,9824 - Stöld av diesel ur större tankar (ej kopplade till fordon),0,9824 - Stöld av diesel ur större tankar (ej kopplade till fordon),0
302,RIFM,2006.0,SE211 Jönköping,..,0997 - Lönegarantibedrägeri,..,0997 - Lönegarantibedrägeri,..,0997 - Lönegarantibedrägeri,0,0997 - Lönegarantibedrägeri,0,0433 - Äktenskapstvång,..,..,..,..,..,0409 - Olaga hot mot person under 18 år (upphörde år 2009),..,..,..,..,..,"0642 - Försök till våldtäkt inkl. grov, utomhus mot pojke under 15 (upphörde år 2024) ",..,..,..,0,0,"0895 - Rån och grovt rån, med skjutvapen, annat, inomhus (upphörde år 1999)",..,..,"0895 - Rån och grovt rån, med skjutvapen, annat, inomhus (upphörde år 1999)",..,..,..,0933 - Penninghäleri (upphörde år 2014),..,0933 - Penninghäleri (upphörde år 2014),..,..,..,..,"4009 - Vapenlagen, olaga innehav av annat vapen(upphörde år 2018)",..,1315 - Förgöring inkl. grovt,..,..,..,"4009 - Vapenlagen, olaga innehav av annat vapen(upphörde år 2018)",..,"6141 - Sexuellt utnyttjande av flicka 15–17 år, på internet",..,..,..,..,..,"9825 - Stöld av drivmedel, ej genom smitning",..,"9825 - Stöld av drivmedel, ej genom smitning",..,"9825 - Stöld av drivmedel, ej genom smitning",..,"9825 - Stöld av drivmedel, ej genom smitning",0,"9825 - Stöld av drivmedel, ej genom smitning",0
303,RIFM,2006.0,SE211 Jönköping,..,0998 - Bedrägeri mot EU:s finansiella intressen,..,0998 - Bedrägeri mot EU:s finansiella intressen,..,0998 - Bedrägeri mot EU:s finansiella intressen,..,0998 - Bedrägeri mot EU:s finansiella intressen,0,0434 - Vilseledande till tvångsäktenskapsresa,..,..,..,0,0,0410 - Ofredande mot person under 18 år (upphörde år 2009),..,..,..,..,..,"0643 - Försök till våldtäkt inkl. grov, inomhus mot pojke under 15 år (upphörde år 2024)",..,..,..,0,0,"0896 - Rån, med skjutvapen, rån mot funktionsnedsatt utomhus",..,..,"0896 - Rån, med skjutvapen, rån mot funktionsnedsatt utomhus",..,0,0,0934 - Penninghäleriförseelse (upphörde år 2014),..,0934 - Penninghäleriförseelse (upphörde år 2014),..,..,..,..,"4010 - Vapenlagen, annat brott mot vapenlagstiftningen(upphörde år 2018)",..,1316 - Vårdslöshet med gift eller smittämne,..,..,..,"4010 - Vapenlagen, annat brott mot vapenlagstiftningen(upphörde år 2018)",..,"6142 - Sexuellt utnyttjande av flicka 15–17 år, ej på internet",..,..,..,..,..,9826 - Stöld och snatteri av drivmedel från bensinstation (genom smitning),..,9826 - Stöld och snatteri av drivmedel från bensinstation (genom smitning),..,9826 - Stöld och snatteri av drivmedel från bensinstation (genom smitning),..,9826 - Stöld och snatteri av drivmedel från bensinstation (genom smitning),0,9826 - Stöld och snatteri av drivmedel från bensinstation (genom smitning),0
304,RIFM,2006.0,SE211 Jönköping,..,10 - 19,..,10 - 19,..,10 - 19,0,10 - 19,0,"0435 - Hedersförtryck, mot flicka under 18 år",..,..,..,0,0,0411 - Grov fridskränkning (upphörde år 2009),..,..,..,..,..,"0644 - Försök till våldtäkt inkl. grov, utomhus mot flicka 15-17 år (upphörde år 2013)",..,..,..,..,..,"0897 - Rån, med skjutvapen, rån mot funktionsnedsatt inomhus",..,..,"0897 - Rån, med skjutvapen, rån mot funktionsnedsatt inomhus",..,0,0,0935 - Investeringsbedrägeri,..,0935 - Investeringsbedrägeri,..,..,..,..,4011 - Jaktlagen,0,"1401 - Förfalskningsbrott, check",..,..,..,4011 - Jaktlagen,0,"6143 - Sexuellt utnyttjande av pojke 15–17 år, på internet",..,..,..,..,..,9827 - Stöld ur/från motordrivet fordon av fast interiör/exteriör eller både fast int./ext. och andra föremål,..,9827 - Stöld ur/från motordrivet fordon av fast interiör/exteriör eller både fast int./ext. och andra föremål,..,9827 - Stöld ur/från motordrivet fordon av fast interiör/exteriör eller både fast int./ext. och andra föremål,..,9827 - Stöld ur/från motordrivet fordon av fast interiör/exteriör eller både fast int./ext. och andra föremål,0,9827 - Stöld ur/från motordrivet fordon av fast interiör/exteriör eller både fast int./ext. och andra föremål,0
305,RIFM,2006.0,SE211 Jönköping,..,"1001 - Förskingring, grov förskingring, undandräkt",..,"1001 - Förskingring, grov förskingring, undandräkt",..,"1001 - Förskingring, grov förskingring, undandräkt",0,"1001 - Förskingring, grov förskingring, undandräkt",0,"0436 - Hedersförtryck, mot pojke under 18 år",..,..,..,0,0,0412 - Grov kvinnofridskränkning,..,..,..,0,0,"0645 - Försök till våldtäkt inkl. grov, inomhus mot flicka 15-17 år (upphörde år 2013)",..,..,..,..,..,"0898 - Rån och grovt rån, med skjutvapen, annat, utomhus (upphörde år 1999)",..,..,"0898 - Rån och grovt rån, med skjutvapen, annat, utomhus (upphörde år 1999)",..,..,..,0940 - Utpressning,..,0940 - Utpressning,..,..,0,0,4012 - Fiskelagen,0,"1402 - Förfalskningsbrott, svenskt körkort",..,..,..,4012 - Fiskelagen,0,"6144 - Sexuellt utnyttjande av pojke 15–17 år, ej på internet",..,..,..,..,..,9828 - Stöld ur/från motordrivet fordon av endast andra föremål (ej fast interiör/exteriör),..,9828 - Stöld ur/från motordrivet fordon av endast andra föremål (ej fast interiör/exteriör),..,9828 - Stöld ur/från motordrivet fordon av endast andra föremål (ej fast interiör/exteriör),..,9828 - Stöld ur/från motordrivet fordon av endast andra föremål (ej fast interiör/exteriör),0,9828 - Stöld ur/från motordrivet fordon av endast andra föremål (ej fast interiör/exteriör),0
306,RIFM,2006.0,SE211 Jönköping,..,"1002 - Olovligt förfogande, över avbetalningsgods",..,"1002 - Olovligt förfogande, över avbetalningsgods",..,"1002 - Olovligt förfogande, över avbetalningsgods",0,"1002 - Olovligt förfogande, över avbetalningsgods",0,"0437 - Hedersförtryck, mot kvinna 18 år eller äldre",..,..,..,0,0,0413 - Olaga hot mot grupp (upphörde år 2016),..,..,..,0,0,"0646 - Försök till våldtäkt inkl. grov, utomhus mot pojke 15-17 år (upphörde år 2013)",..,..,..,..,..,"0899 - Rån och grovt rån, med skjutvapen, annat, inomhus (upphörde år 1999)",..,..,"0899 - Rån och grovt rån, med skjutvapen, annat, inomhus (upphörde år 1999)",..,..,..,0941 - Ocker,..,0941 - Ocker,..,..,0,0,4013 - Övr brott enl speciallagstiftningen då fängelse ingår i straffskal,0,1403 - Urkförfalskn/grov urkförfalskn/undertr urk Ej samb bedräg sv pass (upphörde år 2001),..,..,..,4013 - Övr brott enl speciallagstiftningen då fängelse ingår i straffskal,0,"6145 - Sexuellt övergrepp inkl. grovt mot flicka under 15 år, på internet",..,..,..,..,..,"9829 - Tillgrepp av ej motordrivet fortskaffningsmedel, elcykel",..,"9829 - Tillgrepp av ej motordrivet fortskaffningsmedel, elcykel",..,"9829 - Tillgrepp av ej motordrivet fortskaffningsmedel, elcykel",..,"9829 - Tillgrepp av ej motordrivet fortskaffningsmedel, elcykel",0,"9829 - Tillgrepp av ej motordrivet fortskaffningsmedel, elcykel",0
307,RIFM,2006.0,SE211 Jönköping,..,1003 - Annat olovligt förfogande,..,1003 - Annat olovligt förfogande,..,1003 - Annat olovligt förfogande,0,1003 - Annat olovligt förfogande,0,"0438 - Hedersförtryck, mot man 18 år eller äldre",..,..,..,0,0,0415 - Dataintrång,..,..,..,..,..,"0647 - Försök till våldtäkt inkl. grov, inomhus mot pojke 15-17 år (upphörde år 2013)",..,..,..,..,..,Gotlands län,,,Gotlands län,,,,"0942 - Romansbedrägeri, bedrägeri genom social manipulation, internationell anknytning, mot äldre/funktionsnedsatt",..,"0942 - Romansbedrägeri, bedrägeri genom social manipulation, internationell anknytning, mot äldre/funktionsnedsatt",..,..,0,0,4015 - Naturvårds- eller miljövårdlagsbrott (upphörde år 1985),..,"1404 - Förfalskningsbrott, tjänste- eller identitetskort",..,..,..,4015 - Naturvårds- eller miljövårdlagsbrott (upphörde år 1985),..,"6146 - Sexuellt övergrepp inkl. grovt mot flicka under 15 år, ej på internet",..,..,..,..,..,"9830 - Tillgrepp av ej motordrivet fortskaffningsmedel, cykel (ej elcykel)",..,"9830 - Tillgrepp av ej motordrivet fortskaffningsmedel, cykel (ej elcykel)",..,"9830 - Tillgrepp av ej motordrivet fortskaffningsmedel, cykel (ej elcykel)",..,"9830 - Tillgrepp av ej motordrivet fortskaffningsmedel, cykel (ej elcykel)",0,"9830 - Tillgrepp av ej motordrivet fortskaffningsmedel, cykel (ej elcykel)",0
308,RIFM,2006.0,SE211 Jönköping,..,1004 - Fyndförseelse,..,1004 - Fyndförseelse,..,1004 - Fyndförseelse,0,1004 - Fyndförseelse,0,0440 - Olaga förföljelse mot flicka under 18 år,..,..,..,0,0,0416 - Människohandel för sexuella ändamål (upphörde år 2009),..,..,..,..,..,"0648 - Försök till våldtäkt, inkl. grov, utomhus mot kvinna 18 år eller äldre",..,..,..,..,..,08,..,..,08,..,0,0,"0943 - Romansbedrägeri, bedrägeri genom social manipulation, ej internationell anknytning, mot äldre/funktionsnedsatt",..,"0943 - Romansbedrägeri, bedrägeri genom social manipulation, ej internationell anknytning, mot äldre/funktionsnedsatt",..,..,0,0,"4016 - Arbetsmiljölagen, åsidosättande av föreläggande eller förbud",0,"1405 - Förfalskningsbrott, annan legitimationshandling",..,..,..,"4016 - Arbetsmiljölagen, åsidosättande av föreläggande eller förbud",0,"6147 - Sexuellt övergrepp inkl. grovt mot pojke under 15 år, på internet",..,..,..,..,..,"9831 - Inbrottsstöld, fullbordat, i annan typ av bostad än villa, radhus, lägenhet eller fritidshus",..,"9831 - Inbrottsstöld, fullbordat, i annan typ av bostad än villa, radhus, lägenhet eller fritidshus",..,"9831 - Inbrottsstöld, fullbordat, i annan typ av bostad än villa, radhus, lägenhet eller fritidshus",..,"9831 - Inbrottsstöld, fullbordat, i annan typ av bostad än villa, radhus, lägenhet eller fritidshus",..,"9831 - Inbrottsstöld, fullbordat, i annan typ av bostad än villa, radhus, lägenhet eller fritidshus",0
309,RIFM,2006.0,SE211 Jönköping,..,1005 - Brott mot kap 10 utom kod 1001-1004 (upphörde år 1987),..,1005 - Brott mot kap 10 utom kod 1001-1004 (upphörde år 1987),..,1005 - Brott mot kap 10 utom kod 1001-1004 (upphörde år 1987),..,1005 - Brott mot kap 10 utom kod 1001-1004 (upphörde år 1987),..,0441 - Olaga förföljelse mot pojke under 18 år,..,..,..,0,0,0417 - Annan människohandel  än för sexuella ändamål (upphörde år 2009),..,..,..,..,..,"0649 - Försök till våldtäkt, inkl. grov, inomhus mot kvinna 18 år eller äldre",..,..,..,..,..,"0801 - Tillgrepp motordr fortskaffningsmedel, förs till biltillgrepp",..,..,"0801 - Tillgrepp motordr fortskaffningsmedel, förs till biltillgrepp",..,0,0,"0944 - Romansbedrägeri, bedrägeri genom social manipulation, internationell anknytning, ej mot äldre/funktionsnedsatt",..,"0944 - Romansbedrägeri, bedrägeri genom social manipulation, internationell anknytning, ej mot äldre/funktionsnedsatt",..,..,0,0,4017 - Brott mot valutalagen (upphörde år 1992),..,"1406 - Förfalskningsbrott, övrig urkundsförfalskning",..,..,..,4017 - Brott mot valutalagen (upphörde år 1992),..,"6148 - Sexuellt övergrepp inkl. grovt mot pojke under 15 år, ej på internet",..,..,..,..,..,"9832 - Inbrottsstöld, försök, i annan typ av bostad än villa, radhus, lägenhet eller fritidshus",..,"9832 - Inbrottsstöld, försök, i annan typ av bostad än villa, radhus, lägenhet eller fritidshus",..,"9832 - Inbrottsstöld, försök, i annan typ av bostad än villa, radhus, lägenhet eller fritidshus",..,"9832 - Inbrottsstöld, försök, i annan typ av bostad än villa, radhus, lägenhet eller fritidshus",..,"9832 - Inbrottsstöld, försök, i annan typ av bostad än villa, radhus, lägenhet eller fritidshus",0
